,input_words,predicted_label,gold_label
521,"['Tufesa', 'I', 'use', 'to', 'love', 'taking', 'my', 'Utah', 'h', 'trips', 'on', 'their', 'buses', 'instead', 'of', 'driving', 'But', 'lately', 'since', 'they', 'started', 'hiring', 'all', 'this', 'useless', 'teenagers', 'as', 'customer', 'service', 'theyre', 'services', 'have', 'gone', 'from', '5', 'stars', 'to', '0', 'I', 'usually', 'use', 'Tufesa', 'one', 'a', 'month', 'for', 'me', 'or', 'my', 'daughter', 'this', 'morning', 'I', 'had', 'a', 'very', 'unpleasant', 'encounter', 'with', 'Veronica', 'supervisor', 'at', 'Las', 'Vegas', 'location', 'I', 'need', 'it', 'to', 'speak', 'to', 'someone', 'else', 'that', 'really', 'new', 'where', 'the', 'bus', 'was', 'at', 'because', 'it', 'did', 'not', 'make', 'it', 'to', 'Salt', 'Lake', 'City', 'on', 'time', 'I', 'had', 'spoke', 'to', '3', 'other', 'people', 'that', 'had', 'no', 'clue', 'about', 'the', 'bus', 'schedule', 'either', 'i', 'was', 'worry', 'sick', 'about', 'my', 'daughter', 'and', 'what', 'made', 'it', 'worse', 'was', 'speaking', 'to', 'Veronica', 'Tufesa', 'please', 'please', 'pay', 'a', 'little', 'more', 'but', 'get', 'good', 'employees', 'with', 'customer', 'service', 'and', 'not', 'pay', 'cheap', 'wages', 'and', 'get', 'ignorant', 'teens', 'as', 'Veronica', 'for', 'your', 'customer', 'service', 'at', 'the', 'end', 'it', 'will', 'cost', 'you', 'more', 'because', 'you', 'are', 'losing', 'customer', 'customer', 'service', 'staff', 'sucks']",0,0
522,"['2', 'stars', 'because', 'IF', 'I', 'was', 'looking', 'to', 'buy', 'a', 'Wrangler', 'JL', 'or', 'Cherokee', 'they', 'have', 'a', 'large', 'inventory', 'to', 'choose', 'from', 'however', 'I', 'went', 'in', 'looking', 'for', 'a', 'Renegade', 'Trailhawk', 'of', 'which', 'they', 'had', 'ONE', 'in', 'the', 'whole', 'store', 'Luckily', 'I', 'came', 'to', 'see', 'just', 'that', 'one', 'I', 'had', 'already', 'looked', 'at', 'it', 'online', 'I', 'show', 'up', 'begin', 'to', 'head', 'inside', 'and', 'am', 'met', 'by', 'a', 'salesperson', 'Sean', 'from', 'Michigan', 'who', 'promptly', 'runs', 'to', 'meet', 'me', 'before', 'I', 'enter', 'the', 'showroom', 'Immediately', 'I', 'inform', 'him', 'of', 'which', 'vehicle', 'I', 'came', 'to', 'look', 'at', 'and', 'he', 'quickly', 'obliges', 'by', 'bringing', 'a', 'golf', 'cart', 'to', 'the', 'front', 'for', 'us', 'to', 'drive', 'to', 'the', 'vehicle', 'We', 'get', 'to', 'the', 'Trailhawk', 'and', 'the', 'sticker', 'price', 'is', 'priced', 'about', '2k', 'higher', 'than', 'online', 'I', 'inform', 'Sean', 'of', 'this', 'and', 'he', 'takes', 'a', 'minute', 'to', 'look', 'at', 'the', 'website', 'confirms', 'what', 'I', 'said', 'and', 'lets', 'me', 'know', 'that', 'they', 'would', 'honor', 'the', 'online', 'price', 'The', 'sticker', 'price', 'contradicting', 'the', 'online', 'price', 'was', 'a', 'little', 'off', 'putting', 'What', 'if', 'I', 'hadnt', 'checked', 'online', 'first', 'So', 'we', 'get', 'in', 'the', 'Jeep', 'Sean', 'drives', 'it', 'to', 'the', 'gas', 'station', 'to', 'fill', 'up', 'and', 'lets', 'me', 'know', 'that', 'I', 'am', 'fine', 'to', 'go', 'ahead', 'and', 'get', 'into', 'the', 'drivers', 'seat', 'I', 'move', 'over', 'to', 'the', 'drivers', 'seat', 'Meanwhile', 'he', 'is', 'paying', 'for', 'the', 'gas', 'and', 'as', 'Im', 'sitting', 'there', 'Im', 'looking', 'around', 'checking', 'everything', 'out', 'The', 'first', 'noticeable', 'mishap', 'was', 'a', 'scratch', 'on', 'the', 'interior', 'door', 'I', 'mention', 'it', 'to', 'him', 'and', 'he', 'brushes', 'it', 'off', 'as', 'just', 'residue', 'that', 'will', 'wash', 'off', 'Umm', 'no', 'it', 'was', 'clearly', 'NOT', 'just', 'residue', 'nevermind', 'that', 'I', 'already', 'saw', 'him', 'scratch', 'the', 'tint', 'with', 'the', 'seatbelt', 'buckle', 'As', 'Im', 'looking', 'around', 'more', 'I', 'cant', 'help', 'but', 'think', 'that', 'this', '2018', 'vehicle', 'with', '4', 'miles', 'on', 'it', 'literally', 'looks', 'like', 'it', 'has', 'been', 'used', 'It', 'was', 'dirty', 'and', 'there', 'was', 'trash', 'in', 'the', 'door', 'I', 'guess', 'from', 'a', 'previous', 'test', 'drive', 'It', 'just', 'wasnt', 'presentable', 'at', 'all', 'Sean', 'made', 'sure', 'to', 'mention', 'that', 'it', 'had', 'been', 'on', 'the', 'lot', 'for', 'about', 'a', 'month', 'and', 'that', 'usually', 'cars', 'dont', 'stay', 'on', 'the', 'lot', 'that', 'long', 'Okay', 'sooo', 'why', 'is', 'THIS', 'one', 'still', 'there', 'Then', 'comes', 'the', 'nitty', 'gritty', 'part', 'of', 'car', 'buying', 'the', 'money', 'and', 'the', 'numbers', 'BEFORE', 'I', 'even', 'indicate', 'whether', 'or', 'not', 'I', 'actually', 'want', 'to', 'proceed', 'with', 'the', 'purchase', 'Sean', 'insists', 'that', 'I', 'hurry', 'and', 'fill', 'out', 'the', 'credit', 'application', 'I', 'promptly', 'put', 'things', 'on', 'hold', 'informing', 'him', 'that', 'we', 'needed', 'to', 'talk', 'a', 'liiiittle', 'bit', 'more', 'about', 'the', 'exact', 'details', 'before', 'we', 'go', 'any', 'further', 'After', 'honoring', 'the', 'online', 'price', 'and', 'offering', '5k', 'for', 'my', 'trade', 'in', 'I', 'let', 'him', 'know', 'that', 'the', 'offer', 'on', 'the', 'trade', 'in', 'just', 'wont', 'work', 'at', 'all', 'Good', 'thing', 'I', 'did', 'ample', 'research', 'before', 'coming', 'in', 'because', 'I', 'was', 'well', 'aware', 'that', 'EVEN', 'as', 'a', 'trade', 'in', 'my', 'vehicle', 'was', 'worth', 'at', 'least', '7k', 'So', 'after', 'a', 'bit', 'of', 'back', 'and', 'forth', 'and', 'him', 'leaving', 'to', 'ask', 'the', 'manager', 'we', 'settle', 'on', '6500', 'Next', 'was', 'time', 'to', 'talk', 'about', 'financing', 'and', 'down', 'payment', 'Luckily', 'they', 'didnt', 'really', 'give', 'me', 'any', 'hassle', 'on', 'wanting', 'to', 'go', 'through', 'my', 'own', 'third', 'party', 'broker', 'for', 'financing', 'but', 'once', 'we', 'started', 'talking', 'about', 'down', 'payment', 'the', 'conversation', 'took', 'a', 'pretty', 'crazy', 'turn', 'I', 'insisted', 'that', 'I', 'wanted', 'to', 'put', 'a', 'down', 'payment', 'to', 'lower', 'the', 'financed', 'amount', 'I', 'let', 'Sean', 'know', 'that', 'I', 'wanted', 'to', 'pay', 'in', 'cash', 'not', 'check', 'of', 'which', 'I', 'would', 'have', 'to', 'go', 'and', 'get', 'He', 'informs', 'me', 'that', 'he', 'doesnt', 'think', 'they', 'can', 'take', 'cash', 'as', 'a', 'down', 'payment', 'So', 'funny', 'because', 'the', 'dealership', 'I', 'ended', 'up', 'buying', 'from', 'let', 'me', 'pay', 'using', 'my', 'debit', 'card', 'same', 'as', 'cash', 'So', 'we', 'went', 'from', 'first', 'putting', 'a', 'down', 'payment', 'to', 'we', 'dont', 'take', 'cash', 'can', 'you', 'write', 'a', 'check', 'to', 'how', 'about', 'you', 'dont', 'put', 'a', 'down', 'payment', 'AT', 'ALL', 'to', 'okay', 'we', 'CAN', 'take', 'cash', 'to', 'why', 'do', 'you', 'have', 'to', 'go', 'and', 'GET', 'the', 'cash', 'cant', 'your', 'boyfriend', 'just', 'bring', 'it', 'to', 'you', 'At', 'this', 'point', 'I', 'realize', 'that', 'this', 'is', 'all', 'going', 'way', 'wrong', 'For', 'one', 'I', 'am', 'in', 'not', 'so', 'many', 'words', 'somewhat', 'being', 'held', 'hostage', 'they', 'have', 'the', 'keys', 'to', 'my', 'trade', 'in', 'of', 'which', 'I', 'had', 'to', 'ask', 'for', 'when', 'I', 'began', 'heading', 'towards', 'the', 'exit', 'Im', 'asked', 'not', 'to', 'leave', 'to', 'get', 'my', 'down', 'payment', 'THEN', 'Sean', 'begins', 'grasping', 'at', 'straws', 'to', 'get', 'me', 'to', 'proceed', 'with', 'filling', 'out', 'the', 'credit', 'app', 'I', 'oblige', 'just', 'to', 'get', 'him', 'to', 'stop', 'hassling', 'me', 'Deciding', 'that', 'Im', 'really', 'not', 'into', 'this', 'particular', 'Trailhawk', 'I', 'ask', 'if', 'theres', 'any', 'way', 'they', 'can', 'keep', 'an', 'eye', 'out', 'on', 'a', 'white', 'one', 'for', 'me', 'instead', 'Sean', 'tells', 'me', 'they', 'CANT', 'keep', 'an', 'eye', 'out', 'for', 'a', 'white', 'one', 'and', 'continues', 'trying', 'everything', 'in', 'his', 'power', 'to', 'get', 'me', 'not', 'to', 'leave', 'even', 'after', 'we', 'discussed', 'that', 'I', 'wanted', 'to', 'go', 'get', 'cash', 'I', 'finally', 'am', 'allowed', 'to', 'leave', 'but', 'only', 'if', 'I', 'promise', 'to', 'be', 'back', 'in', '45', 'minutes', 'nevermind', 'the', 'place', 'I', 'need', 'to', 'go', 'is', 'across', 'town', 'It', 'was', 'about', '5pm', 'and', 'he', 'wanted', 'an', 'exact', 'time', 'of', 'how', 'long', 'it', 'would', 'take', 'for', 'me', 'to', 'get', 'the', 'money', 'It', 'was', 'very', 'awkward', 'He', 'informs', 'me', 'that', 'while', 'Im', 'gone', 'theyll', 'go', 'ahead', 'and', 'run', 'my', 'app', 'and', 'I', 'beg', 'them', 'to', 'hold', 'off', 'until', 'I', 'get', 'back', 'Obviously', 'at', 'this', 'point', 'Im', 'NOT', 'coming', 'back', 'Had', 'Sean', 'not', 'been', 'so', 'pushy', 'and', 'not', 'forthcoming', 'regarding', 'the', 'fact', 'that', 'they', 'COULD', 'have', 'looked', 'out', 'for', 'a', 'white', 'Trailhawk', 'for', 'me', 'he', 'later', 'back', 'peddled', 'over', 'text', 'and', 'told', 'me', 'they', 'could', 'make', 'it', 'happen', 'I', 'may', 'have', 'proceeded', 'with', 'my', 'purchase', 'here', 'But', 'I', 'ended', 'up', 'going', 'to', 'a', 'competitor', 'which', 'turned', 'out', 'to', 'be', 'the', 'better', 'deal', 'for', 'me']",1,1
523,"['I', 'had', 'high', 'hopes', 'for', 'this', 'place', 'Im', 'not', 'sure', 'if', 'it', 'was', 'the', 'fact', 'I', 'was', 'craving', 'a', 'burrito', 'or', 'the', 'fact', 'its', 'the', 'one', 'thing', 'nearby', 'me', 'at', 'the', 'time', 'that', 'didnt', 'look', 'sketch', 'I', 'went', 'on', 'during', 'the', 'lunch', 'hour', 'and', 'ordered', 'a', 'chicken', 'burrito', 'It', 'was', 'hard', 'to', 'hear', 'what', 'the', 'guy', 'was', 'saying', 'due', 'to', 'the', 'music', 'just', 'blasting', 'away', 'With', 'the', 'way', 'everything', 'was', 'set', 'up', 'it', 'reminded', 'me', 'of', 'a', 'chipotle', 'influenced', 'burrito', 'place', 'I', 'found', 'the', 'burrito', 'to', 'be', 'very', 'bland', 'and', 'lack', 'any', 'sort', 'of', 'juiciness', 'The', 'chicken', 'was', 'tough', 'and', 'under', 'seasoned', 'and', 'the', 'sauces', 'were', 'very', 'minimal', 'in', 'flavour', 'The', 'only', 'thing', 'I', 'tasted', 'was', 'dry', 'chicken', 'lime', 'where', 'did', 'that', 'even', 'come', 'from', 'Lol', 'and', 'air', 'In', 'the', 'end', '2', 'stars', 'As', 'a', 'Mexican', 'place', 'there', 'has', 'to', 'be', 'some', 'flavour', 'in', 'the', 'food', 'There', 'was', 'little', 'to', 'none', 'They', 'get', '2', 'stars', 'for', 'the', 'decor', 'inside', 'and', 'having', 'Mandarin', 'Jarritos']",1,1
524,"['You', 'get', 'what', 'you', 'pay', 'for', 'We', 'were', 'so', 'tired', 'that', 'I', 'wanted', 'to', 'just', 'book', 'a', 'place', 'when', 'we', 'arrived', 'town', 'late', 'at', 'night', 'The', 'room', 'I', 'booked', 'smelt', 'weird', 'the', 'lady', 'at', 'the', 'front', 'desk', 'in', 'the', 'morning', 'was', 'not', 'very', 'welcoming', 'the', 'room', 'looked', 'very', 'old', 'and', 'we', 'didnt', 'even', 'use', 'the', 'shower', 'The', 'bed', 'was', 'relatively', 'clean', 'and', 'we', 'had', 'free', 'wifi', 'Thats', 'all', 'I', 'can', 'say', 'about', 'this', 'place']",1,1
525,"['Called', 'to', 'get', 'an', 'estimate', 'and', 'the', 'girl', 'that', 'answered', 'the', 'phone', 'sounded', 'like', 'the', 'call', 'woke', 'her', 'up', 'at', '330pm', 'and', 'couldnt', 'give', 'an', 'estimate', 'over', 'the', 'phone', 'Apparently', 'only', 'managers', 'can', 'do', 'that', 'negating', 'the', 'need', 'for', 'someone', 'answering', 'the', 'phone', 'Unless', 'you', 'want', 'to', 'have', 'a', 'inperson', 'estimate', 'set', 'up', 'well', 'in', 'advance', 'call', 'elsewhere']",0,0
526,"['Ate', 'at', 'Szechuan', 'Express', 'The', 'food', 'was', 'generally', 'well', 'prepared', 'but', 'the', 'bao', 'were', 'terrible', 'and', 'everything', 'was', 'cold', 'even', 'though', 'they', 'were', 'quite', 'busy', 'The', 'staff', 'were', 'even', 'colder', 'than', 'the', 'food', 'I', 'felt', 'like', 'I', 'was', 'on', 'an', 'assembly', 'line', 'being', 'passed', 'from', 'person', 'to', 'person', 'Wont', 'go', 'back']",1,1
527,"['We', 'visited', 'the', 'Green', 'Living', 'Show', 'as', 'a', 'friend', 'had', 'a', 'stall', 'there', 'It', 'was', 'okay', 'if', 'you', 'live', 'downtown', 'and', 'you', 'have', 'couple', 'of', 'hours', 'to', 'kill', 'Not', 'worth', 'driving', 'there', 'from', 'far', 'at', 'all', 'There', 'were', 'about', '10', 'food', 'stall', 'where', 'you', 'could', 'sample', 'the', 'food', 'from', 'and', 'they', 'ranged', 'from', 'AOK', 'to', 'Terrible', 'There', 'were', 'many', 'stalls', 'selling', 'essential', 'oils', 'for', 'aromatherapy', 'protein', 'supplements', 'massagers', 'There', 'were', 'some', 'selling', 'gourmet', 'organic', 'food', 'stuff', 'coffee', 'olive', 'oils', 'tapenades', 'jams', 'sauces', 'jellies', 'nuts', 'wonderfoods', 'honey', 'wax', 'tea', 'etc', 'We', 'had', 'a', 'small', 'Caeser', 'cocktail', 'sounded', 'great', 'with', 'potato', 'vodka', 'and', 'walters', 'caeser', 'mix', 'i', 'love', 'walters', 'caeser', 'mix', 'which', 'turned', 'out', 'to', 'be', 'terrible', 'There', 'was', 'a', 'lot', 'of', 'black', 'pepper', 'mixed', 'with', 'a', 'little', 'salt', 'kind', 'of', 'glued', 'on', 'the', 'rim', 'It', 'killed', 'the', 'drink', 'as', 'well', 'as', 'my', 'taste', 'buds', 'for', 'the', 'rest', 'of', 'the', 'day', 'We', 'tried', 'the', 'Chicken', 'paella', 'which', 'was', 'uncooked', 'The', 'vegetable', 'samosas', 'were', 'okay', 'but', 'tiny', 'and', 'expensive', 'for', 'the', 'price', 'We', 'loved', 'the', 'Riesling', 'from', 'Megalomaniac', 'it', 'was', 'very', 'fresh', 'and', 'earthy', 'perfect', 'for', 'a', 'summery', 'afternoon', 'We', 'tried', 'Pinot', 'noir', 'from', 'Rosewood', 'Estate', 'which', 'was', 'good', 'too', 'The', 'belgian', 'waffles', 'were', 'good', 'they', 'were', 'topped', 'with', 'whipped', 'cream', 'maple', 'raspberry', 'sauce', 'Ill', 'pass', 'next', 'time', 'Would', 'have', 'preferred', 'a', 'lazy', 'sunday', 'afternoon', 'rather']",2,2
528,"['Nothing', 'special', 'Side', 'items', 'were', 'good', 'but', 'ribs', 'were', 'blah', 'I', 'wouldnt', 'make', 'this', 'a', 'regular', 'place']",1,1
529,"['Just', 'came', 'back', 'from', 'four', 'nights', 'First', 'impression', 'was', 'an', 'unhelpful', 'and', 'unwelcoming', 'check', 'in', 'There', 'were', 'four', 'of', 'us', 'in', 'a', 'suite', 'so', 'two', 'of', 'us', 'had', 'to', 'use', 'the', 'sofa', 'bed', 'which', 'came', 'equipped', 'with', 'one', 'pillow', 'and', 'one', 'blanket', 'When', 'I', 'called', 'down', 'for', 'more', 'pillows', 'they', 'made', 'it', 'seem', 'like', 'a', 'nuisance', 'Every', 'day', 'we', 'had', 'to', 'call', 'down', 'for', 'more', 'toilet', 'paper', 'because', 'they', 'wouldnt', 'refill', 'it', 'and', 'they', 'werent', 'leaving', 'enough', 'towels', 'The', 'toilet', 'was', 'semi', 'functional', 'when', 'it', 'wasnt', 'constantly', 'running', 'One', 'remote', 'control', 'for', 'two', 'TVs', 'And', 'the', 'kicker', 'is', 'they', 'stuck', 'us', 'myself', 'my', 'brother', 'and', 'my', 'two', 'senior', 'parents', 'on', 'the', 'same', 'floor', 'as', 'a', 'young', 'hockey', 'team', 'that', 'were', 'constantly', 'running', 'up', 'and', 'down', 'the', 'halls', 'and', 'slamming', 'doors']",0,0
530,"['I', 'had', 'the', 'worst', 'experience', 'with', 'this', 'lawfirm', 'The', 'staff', 'is', 'very', 'incompetent', 'they', 'would', 'NOT', 'go', 'the', 'extra', 'mile', 'for', 'u', 'or', 'give', 'u', 'advice', 'Reza', 'would', 'NOT', 'work', 'on', 'ur', 'case', 'but', 'he', 'would', 'charge', 'u', 'LOTS', 'of', 'money', 'The', 'assigned', 'paralegal', 'would', 'not', 'follow', 'up', 'with', 'u', 'for', 'months', 'until', 'u', 'call', 'them', 'Sometimes', 'I', 'would', 'ask', 'for', 'results', 'and', 'she', 'would', 'just', 'tell', 'me', 'to', 'come', 'back', 'another', 'day', 'to', 'talk', 'to', 'reza', 'Once', 'u', 'meet', 'with', 'him', 'he', 'just', 'reads', 'the', 'notes', 'from', 'the', 'paralegal', 'because', 'he', 'has', 'no', 'clue', 'about', 'ur', 'case', 'he', 'is', 'very', 'rude', 'will', 'kick', 'u', 'out', 'of', 'his', 'office', 'and', 'tell', 'u', 'to', 'come', 'back', 'a', 'different', 'day', 'if', 'he', 'doesnt', 'have', 'an', 'answer', 'for', 'you', 'I', 'hate', 'giving', 'bad', 'reviews', 'but', 'I', 'dont', 'want', 'more', 'people', 'like', 'me', 'to', 'get', 'rip', 'off', 'by', 'people', 'like', 'him', 'that', 'only', 'care', 'about', 'the', 'money', 'and', 'not', 'the', 'client', 'I', 'waist', '25', 'years', 'with', 'his', 'lawfirm', 'the', 'paralegal', 'and', 'him', 'told', 'me', 'my', 'DACA', 'permit', 'would', 'not', 'help', 'me', 'with', 'my', 'case', 'then', 'I', 'find', 'out', 'by', 'a', 'friend', 'I', 'could', 'do', 'an', 'adjustment', 'of', 'status', 'if', 'I', 'can', 'proof', 'I', 'had', 'humanity', 'reasons', 'and', 'travel', 'with', 'advance', 'parole', 'When', 'I', 'ask', 'him', 'he', 'would', 'only', 'give', 'me', 'excuses', 'and', 'told', 'me', 'I', 'pay', 'him', 'for', 'a', 'waiver', 'and', 'that', 'was', 'all', 'I', 'was', 'going', 'to', 'get', 'If', 'I', 'wanted', 'to', 'apply', 'for', 'AP', 'he', 'was', 'going', 'to', 'charge', 'me', '1400', 'all', 'aplication', 'fees', 'I', 'apply', 'for', 'the', 'advance', 'parole', 'on', 'my', 'own', 'went', 'to', 'mexico', 'came', 'back', 'with', 'no', 'problems', 'He', 'was', 'very', 'surprised', 'I', 'did', 'it', 'all', 'on', 'my', 'own', 'I', 'ask', 'him', 'if', 'he', 'can', 'do', 'the', 'adjustments', 'of', 'status', 'and', 'he', 'say', 'yes', 'but', 'it', 'was', 'going', 'to', 'cost', 'me', 'another', '3500', 'apllication', 'fees', 'We', 'pay', 'this', 'person', '6800', 'for', 'a', 'case', 'he', 'didnt', 'complete', 'my', 'husband', 'wanted', 'to', 'punch', 'him', 'on', 'his', 'face', 'we', 'demand', 'a', 'refund', 'he', 'told', 'me', 'we', 'might', 'not', 'get', 'much', 'I', 'ask', 'for', 'a', 'breakdown', 'of', 'all', 'charges', 'and', 'after', 'he', 'charge', 'me', 'ridiculous', 'fees', 'for', 'emails', 'calls', 'copies', 'and', 'visits', 'to', 'him', 'and', 'the', 'paralegal', 'because', 'of', 'their', 'own', 'incompetent', 'he', 'had', 'no', 'chose', 'than', 'give', 'me', 'a', 'check', 'back', 'for', 'half', 'of', 'the', 'money', 'he', 'couldnt', 'justify', 'Now', 'Im', 'doing', 'my', 'adjustment', 'of', 'status', 'on', 'my', 'own', 'and', 'just', 'waiting', 'on', 'my', 'green', 'card', 'to', 'arrive', 'in', 'the', 'mail']",0,0
531,"['Even', 'though', 'the', 'Oil', 'change', 'with', 'a', 'coupon', 'was', 'cheap', '999', 'with', 'extra', 'hidden', 'fees', 'of', 'course', 'these', 'guys', 'tried', 'to', 'tell', 'me', 'I', 'needed', 'a', 'bunch', 'of', 'things', 'that', 'I', 'didnt', 'They', 'funniest', 'thing', 'was', 'that', 'he', 'said', 'I', 'needed', 'to', 'change', 'my', 'power', 'steering', 'fluid', 'I', 'asked', 'how', 'it', 'looked', 'and', 'he', 'said', 'it', 'was', 'ok', 'but', 'I', 'needed', 'to', 'change', 'it', 'really', 'soon', 'This', 'is', 'hilarious', 'because', 'I', 'have', 'EPS', 'electronic', 'power', 'steering', 'no', 'fluid', 'needed', 'Stay', 'away', 'from', 'these', 'crooks', 'but', 'maybe', 'get', 'the', 'cheap', 'oil', 'change', 'if', 'you', 'can', 'UPDATE', 'DO', 'NOT', 'GO', 'HERE', 'I', 'just', 'found', 'out', 'that', 'Ive', 'been', 'driving', 'around', 'for', '3', 'days', 'without', 'an', 'oil', 'cap', 'These', 'negligent', 'asses', 'didnt', 'even', 'put', 'it', 'back', 'on', 'I', 'was', 'driving', 'around', 'wondering', 'why', 'there', 'were', 'fumes', 'so', 'strong', 'I', 'had', 'to', 'clean', 'oil', 'up', 'all', 'over', 'the', 'inside', 'of', 'my', 'car', 'AND', 'get', 'a', 'new', 'cap', 'because', 'they', 'were', 'closed', 'BEFORE', 'their', 'hours', 'posted', 'on', 'Saturday', 'and', 'closed', 'on', 'Sunday', 'THIS', 'IS', 'BY', 'FAR', 'THE', 'WORST', 'PLACE', 'EVER', 'YOU', 'CAN', 'TAKE', 'YOUR', 'CAR']",0,0
532,"['went', 'there', 'last', 'night', 'not', 'impressed', 'with', 'their', 'produce', 'dept', 'I', 'have', 'seen', 'a', 'better', 'selection', 'in', 'other', 'stores', 'that', 'do', 'not', 'brag', 'about', 'their', 'farm', 'fresh', 'fruit', 'and', 'veggies', 'This', 'is', 'the', 'second', 'time', 'I', 'have', 'purchased', 'stale', 'protein', 'bars', 'This', 'time', 'it', 'is', 'not', 'an', 'out', 'dated', 'expiration', 'date', 'but', 'last', 'time', 'the', 'ones', 'I', 'bought', 'were', 'expired', 'I', 'took', 'them', 'home', 'with', 'out', 'realizing', 'it', 'I', 'dont', 'live', 'close', 'to', 'the', 'store', 'so', 'not', 'worth', 'taking', 'them', 'back', 'I', 'am', 'also', 'frustrated', 'when', 'they', 'are', 'out', 'of', 'items', 'I', 'came', 'in', 'to', 'buy', 'I', 'dont', 'like', 'to', 'shop', 'and', 'I', 'dont', 'have', 'a', 'lot', 'of', 'time', 'to', 'do', 'so', 'I', 'am', 'not', 'happy', 'when', 'the', 'things', 'I', 'needed', 'are', 'not', 'in', 'stock', 'or', 'under', 'stocked', 'and', 'I', 'have', 'to', 'go', 'to', 'another', 'store']",0,0
533,"['I', 'admit', 'that', 'my', 'expectations', 'were', 'not', 'to', 'high', 'I', 'consider', 'this', 'place', 'a', 'tourist', 'trap', 'because', 'it', 'is', 'inside', 'a', 'BassPro', 'Shop', 'My', 'expectations', 'were', 'meet', 'flawlessly', 'We', 'had', 'the', 'alligator', 'bites', 'as', 'an', 'app', 'They', 'were', 'just', 'ok', 'Some', 'of', 'the', 'pieces', 'were', 'very', 'greasy', 'I', 'was', 'expecting', 'them', 'to', 'be', 'tough', 'because', 'I', 'have', 'eaten', 'alligator', 'before', 'and', 'it', 'seems', 'to', 'always', 'be', 'tough', 'again', 'I', 'was', 'not', 'let', 'down', 'My', 'wife', 'had', 'the', 'Fish', 'n', 'Chips', 'and', 'I', 'had', 'the', 'Catfish', 'Po', 'Boy', 'The', 'Po', 'Boy', 'lacked', 'seasoning', 'and', 'flavor', 'and', 'was', 'just', 'unappetizing', 'My', 'wifes', 'fish', 'was', 'also', 'just', 'ok', 'The', 'breading', 'was', 'a', 'little', 'thicker', 'than', 'we', 'like', 'and', 'it', 'to', 'was', 'greasy', 'I', 'know', 'I', 'knowYoure', 'saying', 'Its', 'deep', 'fried', 'its', 'gonna', 'be', 'greasy', 'However', 'there', 'are', 'ways', 'to', 'deep', 'fry', 'something', 'and', 'have', 'it', 'not', 'come', 'out', 'greasy', 'Anyway', 'I', 'will', 'continue', 'to', 'go', 'to', 'BassPro', 'but', 'I', 'will', 'take', 'my', 'appetite', 'somewhere', 'else', 'Before', 'I', 'forget', 'the', 'waitress', 'we', 'had', 'was', 'awesome', 'and', 'shame', 'on', 'me', 'for', 'not', 'remembering', 'her', 'name', 'I', 'wish', 'I', 'could', 'because', 'she', 'was', 'great']",1,1
534,"['Food', 'was', 'good', 'but', 'no', 'better', 'than', 'olive', 'garden', 'or', 'other', 'comparable', 'places', 'yet', 'Maggianos', 'is', 'pricier', 'I', 'expected', 'more', 'Portions', 'were', 'tiny', 'If', 'you', 'want', 'more', 'for', 'your', 'money', 'walk', '20', 'feet', 'to', 'the', 'cheesecake', 'factory', 'next', 'door']",1,1
535,"['First', 'time', 'visit', 'Not', 'impressed', 'from', 'beginning', 'to', 'end', 'Hostess', 'girls', 'were', 'cold', 'and', 'reqiured', 'a', '15', 'min', 'wait', 'with', '810', 'tables', 'empty', 'with', 'no', 'other', 'people', 'waiting', 'Ordered', 'fish', 'and', 'chips', 'Got', '3', 'small', 'pieces', 'of', 'fish', 'Barely', 'an', 'appetizer', 'The', 'cole', 'slaw', 'was', 'shreded', 'carrots', 'Waitress', 'didnt', 'know', 'the', 'menu', 'I', 'wouldnt', 'give', 'any', 'stars', 'but', 'yelp', 'requires', '1', 'star', 'We', 'have', 'waited', 'for', 'a', 'year', 'for', 'this', 'place', 'to', 'open', 'So', 'disappointed']",0,0
536,"['Adding', 'to', 'a', 'previous', 'post', 're', 'party', 'of', '15', 'I', 'have', 'been', 'to', 'Swish', 'a', 'couple', 'of', 'times', 'and', 'had', 'a', 'positive', 'experience', 'so', 'I', 'decided', 'to', 'organize', 'one', 'of', 'my', 'best', 'friends', 'bday', 'dinner', 'there', 'and', 'reserved', 'a', 'table', 'for', '15', 'The', 'night', 'of', 'only', '13', 'people', 'had', 'shown', 'up', 'and', 'they', 'still', 'charged', 'us', 'for', '15', 'Perhaps', 'because', 'of', 'this', 'my', 'friends', 'were', 'unimpressed', 'with', 'the', 'food', 'and', 'the', 'unfriendly', 'attitude', 'from', 'the', 'waitress', 'made', 'it', 'worse', 'Everyone', 'left', 'that', 'night', 'with', 'a', 'bad', 'impression', 'of', 'the', 'restaurant', 'and', 'left', 'me', 'embarrassed', 'for', 'recommending', 'it']",1,1
537,"['Super', 'crowded', 'The', 'concept', 'of', 'top', 'golf', 'is', 'really', 'cool', 'It', 'kinda', 'reminds', 'me', 'of', 'bowling', 'but', 'has', 'way', 'way', 'more', 'people', 'there', 'Theres', 'people', 'everywhere', 'waiting', 'to', 'play', 'this', 'driving', 'range', 'game', 'I', 'went', 'for', 'the', 'first', 'time', 'on', 'a', 'Saturday', 'evening', 'I', 'dont', 'suggest', 'that', 'time', 'especially', 'if', 'its', 'your', 'first', 'time', 'and', 'your', 'excited', 'to', 'check', 'it', 'out']",1,1
